bioid	biourl	fullname	wiki_fullname	wikientity	wikientity_dupechk	lastname	firstname	state	district	party	wiki_party	congress	wiki_congress	start time	end time
								KY	Kentucky	Jacksonian	Jacksonian	22	22nd United States Congress	1831-03-04T00:00:00Z	1833-03-04T00:00:00Z
								KY	Kentucky	Republican	Republican Party	23	23rd United States Congress	1833-03-04T00:00:00Z	1835-03-04T00:00:00Z
H000468	https://bioguideretro.congress.gov/Static_Files/data/H/H000468.xml	John Hemphill	John Hemphill	Q456208	1	Hemphill	John	TX	Texas	Democrat	Democratic Party	36	36th United States Congress	1859-03-04T00:00:00Z	1861-03-04T00:00:00Z
								TX	Texas	Democrat	Democratic Party	37	37th United States Congress	1861-03-04T00:00:00Z	1863-03-04T00:00:00Z
I000027	https://bioguideretro.congress.gov/Static_Files/data/I/I000027.xml	John laurens manning Irby	John L. M. Irby	Q1650417	1	Irby	John laurens manning	SC	South Carolina	Democrat	Democratic Party	52	52nd United States Congress	1891-03-04T00:00:00Z	1893-03-04T00:00:00Z
								SC	South Carolina	Democrat	Democratic Party	53	53rd United States Congress	1893-03-04T00:00:00Z	1895-03-04T00:00:00Z
								SC	South Carolina	Democrat	Democratic Party	54	54th United States Congress	1895-03-04T00:00:00Z	1897-03-04T00:00:00Z
B001077	https://bioguideretro.congress.gov/Static_Files/data/B/B001077.xml	Quentin northrup Burdick	Quentin N. Burdick	Q963214	1	Burdick	Quentin northrup	ND	North Dakota	Democrat	Democratic Party	86	86th United States Congress	1959-01-03T00:00:00Z	1961-01-03T00:00:00Z
								ND	North Dakota	Democrat	Democratic Party	87	87th United States Congress	1961-01-03T00:00:00Z	1963-01-03T00:00:00Z
								ND	North Dakota	Democrat	Democratic Party	88	88th United States Congress	1963-01-03T00:00:00Z	1965-01-03T00:00:00Z
								ND	North Dakota	Democrat	Democratic Party	89	89th United States Congress	1965-01-03T00:00:00Z	1967-01-03T00:00:00Z
								ND	North Dakota	Democrat	Democratic Party	90	90th United States Congress	1967-01-03T00:00:00Z	1969-01-03T00:00:00Z
								ND	North Dakota	Democrat	Democratic Party	91	91st United States Congress	1969-01-03T00:00:00Z	1971-01-03T00:00:00Z
								ND	North Dakota	Democrat	Democratic Party	92	92nd United States Congress	1971-01-03T00:00:00Z	1973-01-03T00:00:00Z
								ND	North Dakota	Democrat	Democratic Party	93	93rd United States Congress	1973-01-03T00:00:00Z	1975-01-03T00:00:00Z
								ND	North Dakota	Democrat	Democratic Party	94	94th United States Congress	1975-01-03T00:00:00Z	1977-01-03T00:00:00Z
								ND	North Dakota	Democrat	Democratic Party	95	95th United States Congress	1977-01-03T00:00:00Z	1979-01-03T00:00:00Z
								ND	North Dakota	Democrat	Democratic Party	96	96th United States Congress	1979-01-03T00:00:00Z	1981-01-03T00:00:00Z
								ND	North Dakota	Democrat	Democratic Party	97	97th United States Congress	1981-01-03T00:00:00Z	1983-01-03T00:00:00Z
								ND	North Dakota	Democrat	Democratic Party	98	98th United States Congress	1983-01-03T00:00:00Z	1983-01-03T00:00:00Z
								ND	North Dakota	Democrat	Democratic Party	99	99th United States Congress	1985-01-03T00:00:00Z	1987-01-03T00:00:00Z
								ND	North Dakota	Democrat	Democratic Party	100	100th United States Congress	1987-01-03T00:00:00Z	1989-01-03T00:00:00Z
								ND	North Dakota	Democrat	Democratic Party	101	101st United States Congress	1989-01-03T00:00:00Z	1991-01-03T00:00:00Z
								ND	North Dakota	Democrat	Democratic Party	102	102nd United States Congress	1991-01-03T00:00:00Z	1993-01-03T00:00:00Z
W000750	https://bioguideretro.congress.gov/Static_Files/data/W/W000750.xml	Thomas Worthington	Thomas Worthington	Q368387	1	Worthington	Thomas	OH	Ohio	Democratic Republican	Democratic-Republican Party	8	8th United States Congress	1803-03-04T00:00:00Z	1805-03-04T00:00:00Z
								OH	Ohio	Democratic Republican	Democratic-Republican Party	9	9th United States Congress	1805-03-04T00:00:00Z	1807-03-04T00:00:00Z
								OH	Ohio	Democratic Republican	Democratic-Republican Party	11	11th United States Congress	1809-03-04T00:00:00Z	1811-03-04T00:00:00Z
								OH	Ohio	Democratic Republican	Democratic-Republican Party	12	12th United States Congress	1811-03-04T00:00:00Z	1813-03-04T00:00:00Z
								OH	Ohio	Democratic Republican	Democratic-Republican Party	13	13th United States Congress	1813-03-04T00:00:00Z	1815-03-04T00:00:00Z
B000382	https://bioguideretro.congress.gov/Static_Files/data/B/B000382.xml	Robert Bennett	Bob Bennett	Q715787	1	Bennett	Robert	UT	Utah	Republican	Republican Party	103	103rd United States Congress	1993-01-03T00:00:00Z	1995-01-03T00:00:00Z
								UT	Utah	Republican	Republican Party	104	104th United States Congress	1995-01-03T00:00:00Z	1997-01-03T00:00:00Z
								UT	Utah	Republican	Republican Party	105	105th United States Congress	1997-01-03T00:00:00Z	1999-01-03T00:00:00Z
								UT	Utah	Republican	Republican Party	106	106th United States Congress	1999-01-03T00:00:00Z	2001-01-03T00:00:00Z
								UT	Utah	Republican	Republican Party	107	107th United States Congress	2001-01-03T00:00:00Z	2003-01-03T00:00:00Z
								UT	Utah	Republican	Republican Party	108	108th United States Congress	2003-01-03T00:00:00Z	2005-01-03T00:00:00Z
								UT	Utah	Republican	Republican Party	109	109th United States Congress	2005-01-03T00:00:00Z	2007-01-03T00:00:00Z
								UT	Utah	Republican	Republican Party	110	110th United States Congress	2007-01-03T00:00:00Z	2009-01-03T00:00:00Z
								UT	Utah	Republican	Republican Party	111	111th United States Congress	2009-01-03T00:00:00Z	2011-01-03T00:00:00Z
L000148	https://bioguideretro.congress.gov/Static_Files/data/L/L000148.xml	Paul dominique Laxalt	Paul Laxalt	Q661008	1	Laxalt	Paul dominique	NV	Nevada	Republican	Republican Party	93	93rd United States Congress	1973-01-03T00:00:00Z	1975-01-03T00:00:00Z
								NV	Nevada	Republican	Republican Party	94	94th United States Congress	1975-01-03T00:00:00Z	1977-01-03T00:00:00Z
								NV	Nevada	Republican	Republican Party	95	95th United States Congress	1977-01-03T00:00:00Z	1979-01-03T00:00:00Z
								NV	Nevada	Republican	Republican Party	96	96th United States Congress	1979-01-03T00:00:00Z	1981-01-03T00:00:00Z
								NV	Nevada	Republican	Republican Party	97	97th United States Congress	1981-01-03T00:00:00Z	1983-01-03T00:00:00Z
								NV	Nevada	Republican	Republican Party	98	98th United States Congress	1983-01-03T00:00:00Z	1983-01-03T00:00:00Z
								NV	Nevada	Republican	Republican Party	99	99th United States Congress	1985-01-03T00:00:00Z	1987-01-03T00:00:00Z
P000091	https://bioguideretro.congress.gov/Static_Files/data/P/P000091.xml	Frank charles Partridge	Frank C. Partridge	Q1443044	1	Partridge	Frank charles	VT	Vermont	Republican	Republican Party	71	71st United States Congress	1929-03-04T00:00:00Z	1931-03-04T00:00:00Z
								VT	Vermont	Republican	Republican Party	72	72nd United States Congress	1931-03-04T00:00:00Z	1933-03-04T00:00:00Z
D000018	https://bioguideretro.congress.gov/Static_Files/data/D/D000018.xml	Alfonse marcello D'amato	Al D'Amato	Q2064037	1	D'amato	Alfonse marcello	NY	New York	Republican	Republican Party	97	97th United States Congress	1981-01-03T00:00:00Z	1983-01-03T00:00:00Z
								NY	New York	Republican	Republican Party	98	98th United States Congress	1983-01-03T00:00:00Z	1983-01-03T00:00:00Z
								NY	New York	Republican	Republican Party	99	99th United States Congress	1985-01-03T00:00:00Z	1987-01-03T00:00:00Z
								NY	New York	Republican	Republican Party	100	100th United States Congress	1987-01-03T00:00:00Z	1989-01-03T00:00:00Z
								NY	New York	Republican	Republican Party	101	101st United States Congress	1989-01-03T00:00:00Z	1991-01-03T00:00:00Z
								NY	New York	Republican	Republican Party	102	102nd United States Congress	1991-01-03T00:00:00Z	1993-01-03T00:00:00Z
								NY	New York	Republican	Republican Party	103	103rd United States Congress	1993-01-03T00:00:00Z	1995-01-03T00:00:00Z
								NY	New York	Republican	Republican Party	104	104th United States Congress	1995-01-03T00:00:00Z	1997-01-03T00:00:00Z
								NY	New York	Republican	Republican Party	105	105th United States Congress	1997-01-03T00:00:00Z	1999-01-03T00:00:00Z
D000030	https://bioguideretro.congress.gov/Static_Files/data/D/D000030.xml	John claggett Danforth	John Danforth	Q1287554	1	Danforth	John claggett	MO	Missouri	Republican	Republican Party	94	94th United States Congress	1975-01-03T00:00:00Z	1977-01-03T00:00:00Z
								MO	Missouri	Republican	Republican Party	95	95th United States Congress	1977-01-03T00:00:00Z	1979-01-03T00:00:00Z
								MO	Missouri	Republican	Republican Party	96	96th United States Congress	1979-01-03T00:00:00Z	1981-01-03T00:00:00Z
								MO	Missouri	Republican	Republican Party	97	97th United States Congress	1981-01-03T00:00:00Z	1983-01-03T00:00:00Z
								MO	Missouri	Republican	Republican Party	98	98th United States Congress	1983-01-03T00:00:00Z	1983-01-03T00:00:00Z
								MO	Missouri	Republican	Republican Party	99	99th United States Congress	1985-01-03T00:00:00Z	1987-01-03T00:00:00Z
								MO	Missouri	Republican	Republican Party	100	100th United States Congress	1987-01-03T00:00:00Z	1989-01-03T00:00:00Z
								MO	Missouri	Republican	Republican Party	101	101st United States Congress	1989-01-03T00:00:00Z	1991-01-03T00:00:00Z
								MO	Missouri	Republican	Republican Party	102	102nd United States Congress	1991-01-03T00:00:00Z	1993-01-03T00:00:00Z
								MO	Missouri	Republican	Republican Party	103	103rd United States Congress	1993-01-03T00:00:00Z	1995-01-03T00:00:00Z
H000483	https://bioguideretro.congress.gov/Static_Files/data/H/H000483.xml	John brooks Henderson	John B. Henderson	Q3180961	1	Henderson	John brooks	MO	Missouri	Unionist	Unionist Party	37	37th United States Congress	1861-03-04T00:00:00Z	1863-03-04T00:00:00Z
								MO	Missouri	Unconditional Unionist	Unconditional Union Party	38	38th United States Congress	1863-03-04T00:00:00Z	1865-03-04T00:00:00Z
								MO	Missouri	Republican	Republican Party	39	39th United States Congress	1865-03-04T00:00:00Z	1867-03-04T00:00:00Z
								MO	Missouri	Republican	Republican Party	40	40th United States Congress	1867-03-04T00:00:00Z	1869-03-04T00:00:00Z
L000174	https://bioguideretro.congress.gov/Static_Files/data/L/L000174.xml	Patrick joseph Leahy	Patrick Leahy	Q59315	1	Leahy	Patrick joseph	VT	Vermont	Democrat	Democratic Party	94	94th United States Congress	1975-01-03T00:00:00Z	1977-01-03T00:00:00Z
								VT	Vermont	Democrat	Democratic Party	95	95th United States Congress	1977-01-03T00:00:00Z	1979-01-03T00:00:00Z
								VT	Vermont	Democrat	Democratic Party	96	96th United States Congress	1979-01-03T00:00:00Z	1981-01-03T00:00:00Z
								VT	Vermont	Democrat	Democratic Party	97	97th United States Congress	1981-01-03T00:00:00Z	1983-01-03T00:00:00Z
								VT	Vermont	Democrat	Democratic Party	98	98th United States Congress	1983-01-03T00:00:00Z	1983-01-03T00:00:00Z
								VT	Vermont	Democrat	Democratic Party	99	99th United States Congress	1985-01-03T00:00:00Z	1987-01-03T00:00:00Z
								VT	Vermont	Democrat	Democratic Party	100	100th United States Congress	1987-01-03T00:00:00Z	1989-01-03T00:00:00Z
								VT	Vermont	Democrat	Democratic Party	101	101st United States Congress	1989-01-03T00:00:00Z	1991-01-03T00:00:00Z
								VT	Vermont	Democrat	Democratic Party	102	102nd United States Congress	1991-01-03T00:00:00Z	1993-01-03T00:00:00Z
								VT	Vermont	Democrat	Democratic Party	103	103rd United States Congress	1993-01-03T00:00:00Z	1995-01-03T00:00:00Z
								VT	Vermont	Democrat	Democratic Party	104	104th United States Congress	1995-01-03T00:00:00Z	1997-01-03T00:00:00Z
								VT	Vermont	Democrat	Democratic Party	105	105th United States Congress	1997-01-03T00:00:00Z	1999-01-03T00:00:00Z
								VT	Vermont	Democrat	Democratic Party	106	106th United States Congress	1999-01-03T00:00:00Z	2001-01-03T00:00:00Z
								VT	Vermont	Democrat	Democratic Party	107	107th United States Congress	2001-01-03T00:00:00Z	2003-01-03T00:00:00Z
								VT	Vermont	Democrat	Democratic Party	108	108th United States Congress	2003-01-03T00:00:00Z	2005-01-03T00:00:00Z
								VT	Vermont	Democrat	Democratic Party	109	109th United States Congress	2005-01-03T00:00:00Z	2007-01-03T00:00:00Z
								VT	Vermont	Democrat	Democratic Party	110	110th United States Congress	2007-01-03T00:00:00Z	2009-01-03T00:00:00Z
								VT	Vermont	Democrat	Democratic Party	111	111th United States Congress	2009-01-03T00:00:00Z	2011-01-03T00:00:00Z
								VT	Vermont	Democrat	Democratic Party	112	112th United States Congress	2011-01-03T00:00:00Z	2013-01-03T00:00:00Z
								VT	Vermont	Democrat	Democratic Party	113	113th United States Congress	2013-01-03T00:00:00Z	2015-01-03T00:00:00Z
								VT	Vermont	Democrat	Democratic Party	114	114th United States Congress	2015-01-03T00:00:00Z	2017-01-03T00:00:00Z
								VT	Vermont	Democrat	Democratic Party	115	115th United States Congress	2017-01-03T00:00:00Z	2019-01-03T00:00:00Z
								VT	Vermont	Democrat	Democratic Party	116	116th United States Congress	2019-01-03T00:00:00Z	2021-01-03T00:00:00Z
D000024	https://bioguideretro.congress.gov/Static_Files/data/D/D000024.xml	Samuel whittlesey Dana	Samuel W. Dana	Q178738	1	Dana	Samuel whittlesey	CT	Connecticut	Federalist	Federalist Party	11	11th United States Congress	1809-03-04T00:00:00Z	1811-03-04T00:00:00Z
								CT	Connecticut	Federalist	Federalist Party	12	12th United States Congress	1811-03-04T00:00:00Z	1813-03-04T00:00:00Z
								CT	Connecticut	Federalist	Federalist Party	13	13th United States Congress	1813-03-04T00:00:00Z	1815-03-04T00:00:00Z
								CT	Connecticut	Federalist	Federalist Party	14	14th United States Congress	1815-03-04T00:00:00Z	1817-03-04T00:00:00Z
								CT	Connecticut	Federalist	Federalist Party	15	15th United States Congress	1817-03-04T00:00:00Z	1819-03-04T00:00:00Z
								CT	Connecticut	Federalist	Federalist Party	16	16th United States Congress	1819-03-04T00:00:00Z	1821-03-04T00:00:00Z
S001191	https://bioguideretro.congress.gov/Static_Files/data/S/S001191.xml	Kyrsten Sinema	Kyrsten Sinema	Q1556541	1	Sinema	Kyrsten	AZ	Arizona	Democrat	Democratic Party	116	116th United States Congress	2019-01-03T00:00:00Z	2021-01-03T00:00:00Z
C000083	https://bioguideretro.congress.gov/Static_Files/data/C/C000083.xml	George washington Campbell	George W. Campbell	Q769752	1	Campbell	George washington	TN	Tennessee	Democratic Republican	Democratic-Republican Party	12	12th United States Congress	1811-03-04T00:00:00Z	1813-03-04T00:00:00Z
								TN	Tennessee	Democratic Republican	Democratic-Republican Party	13	13th United States Congress	1813-03-04T00:00:00Z	1815-03-04T00:00:00Z
								TN	Tennessee	Democratic Republican	Democratic-Republican Party	14	14th United States Congress	1815-03-04T00:00:00Z	1817-03-04T00:00:00Z
								TN	Tennessee	Democratic Republican	Democratic-Republican Party	15	15th United States Congress	1817-03-04T00:00:00Z	1819-03-04T00:00:00Z
H000118	https://bioguideretro.congress.gov/Static_Files/data/H/H000118.xml	William thomas Hamilton	William Thomas Hamilton	Q15466	1	Hamilton	William thomas	MD	Maryland	Democrat	Democratic Party	41	41st United States Congress	1869-03-04T00:00:00Z	1871-03-04T00:00:00Z
								MD	Maryland	Democrat	Democratic Party	42	42nd United States Congress	1871-03-04T00:00:00Z	1873-03-04T00:00:00Z
								MD	Maryland	Democrat	Democratic Party	43	43rd United States Congress	1873-03-04T00:00:00Z	1875-03-04T00:00:00Z
S000072	https://bioguideretro.congress.gov/Static_Files/data/S/S000072.xml	Eli Saulsbury	Eli M. Saulsbury	Q1328820	1	Saulsbury	Eli	DE	Delaware	Democrat	Democratic Party	42	42nd United States Congress	1871-03-04T00:00:00Z	1873-03-04T00:00:00Z
								DE	Delaware	Democrat	Democratic Party	43	43rd United States Congress	1873-03-04T00:00:00Z	1875-03-04T00:00:00Z
								DE	Delaware	Democrat	Democratic Party	44	44th United States Congress	1875-03-04T00:00:00Z	1877-03-04T00:00:00Z
								DE	Delaware	Democrat	Democratic Party	45	45th United States Congress	1877-03-04T00:00:00Z	1879-03-04T00:00:00Z
								DE	Delaware	Democrat	Democratic Party	46	46th United States Congress	1879-03-04T00:00:00Z	1881-03-04T00:00:00Z
								DE	Delaware	Democrat	Democratic Party	47	47th United States Congress	1881-03-04T00:00:00Z	1883-03-04T00:00:00Z
								DE	Delaware	Democrat	Democratic Party	48	48th United States Congress	1883-03-04T00:00:00Z	1885-03-04T00:00:00Z
								DE	Delaware	Democrat	Democratic Party	49	49th United States Congress	1885-03-04T00:00:00Z	1887-03-04T00:00:00Z
								DE	Delaware	Democrat	Democratic Party	50	50th United States Congress	1887-03-04T00:00:00Z	1889-03-04T00:00:00Z
W000585	https://bioguideretro.congress.gov/Static_Files/data/W/W000585.xml	Henry Wilson	Henry Wilson	Q313302	1	Wilson	Henry	MA	Massachusetts	Republican	Republican Party	34	34th United States Congress	1855-03-04T00:00:00Z	1857-03-04T00:00:00Z
								MA	Massachusetts	Republican	Republican Party	35	35th United States Congress	1857-03-04T00:00:00Z	1859-03-04T00:00:00Z
								MA	Massachusetts	Republican	Republican Party	36	36th United States Congress	1859-03-04T00:00:00Z	1861-03-04T00:00:00Z
								MA	Massachusetts	Republican	Republican Party	37	37th United States Congress	1861-03-04T00:00:00Z	1863-03-04T00:00:00Z
								MA	Massachusetts	Republican	Republican Party	38	38th United States Congress	1863-03-04T00:00:00Z	1865-03-04T00:00:00Z
								MA	Massachusetts	Republican	Republican Party	39	39th United States Congress	1865-03-04T00:00:00Z	1867-03-04T00:00:00Z
								MA	Massachusetts	Republican	Republican Party	40	40th United States Congress	1867-03-04T00:00:00Z	1869-03-04T00:00:00Z
								MA	Massachusetts	Republican	Republican Party	41	41st United States Congress	1869-03-04T00:00:00Z	1871-03-04T00:00:00Z
								MA	Massachusetts	Republican	Republican Party	42	42nd United States Congress	1871-03-04T00:00:00Z	1873-03-04T00:00:00Z
J000013	https://bioguideretro.congress.gov/Static_Files/data/J/J000013.xml	Henry martin (scoop) Jackson	Henry Martin Jackson	Q1345201	1	Jackson	Henry martin (scoop)	WA	Washington	Democrat	Democratic Party	83	83rd United States Congress	1953-01-03T00:00:00Z	1955-01-03T00:00:00Z
								WA	Washington	Democrat	Democratic Party	84	84th United States Congress	1955-01-03T00:00:00Z	1957-01-03T00:00:00Z
								WA	Washington	Democrat	Democratic Party	85	85th United States Congress	1957-01-03T00:00:00Z	1959-01-03T00:00:00Z
								WA	Washington	Democrat	Democratic Party	86	86th United States Congress	1959-01-03T00:00:00Z	1961-01-03T00:00:00Z
								WA	Washington	Democrat	Democratic Party	87	87th United States Congress	1961-01-03T00:00:00Z	1963-01-03T00:00:00Z
								WA	Washington	Democrat	Democratic Party	88	88th United States Congress	1963-01-03T00:00:00Z	1965-01-03T00:00:00Z
								WA	Washington	Democrat	Democratic Party	89	89th United States Congress	1965-01-03T00:00:00Z	1967-01-03T00:00:00Z
								WA	Washington	Democrat	Democratic Party	90	90th United States Congress	1967-01-03T00:00:00Z	1969-01-03T00:00:00Z
