term	class	state	senator	senator_name	rowvalChk
16	I	NY	S000052	Nathan Sanford	1
16	III	NY	K000212	Rufus King	1
16	I	OH	R000500	Benjamin Ruggles	1
16	III	OH	T000377	William allen Trimble	1
16	I	PA	R000313	Jonathan Roberts	1
16	III	PA	L000485	Walter Lowrie	1
16	I	RI	H000991	William Hunter	1
16	II	RI	B001137	James, jr. Burrill	1
16	II	RI	K000287	Nehemiah rice Knight	1
16	II	SC	S000628	William Smith	1
16	III	SC	G000005	John Gaillard	1
16	I	TN	E000024	John henry Eaton	1
16	II	TN	W000516	John Williams	1
16	I	VA	B000127	James Barbour	1
16	II	VA	E000197	John wayles Eppes	1
16	II	VA	P000386	James Pleasants	1
16	I	VT	T000264	Isaac Tichenor	1
16	III	VT	P000045	William adams Palmer	1
17	II	AL	K000217	William rufus de vane King	1
17	III	AL	K000079	William Kelly	1
17	III	AL	W000061	John williams Walker	1
17	I	CT	B000577	Elijah Boardman	1
17	III	CT	L000083	James Lanman	1
17	I	DE	R000377	Caesar augustus Rodney	1
17	II	DE	V000037	Nicholas Van dyke	1
17	II	GA	W000052	Freeman Walker	1
17	III	GA	E000124	John Elliott	1
17	II	GA	W000148	Nicholas Ware	1
17	II	IL	T000171	Jesse burgess Thomas	1
17	III	IL	E000078	Ninian Edwards	1
17	I	IN	N000118	James Noble	1
17	III	IN	T000102	Waller Taylor	1
17	II	KY	J000170	Richard mentor Johnson	1
17	III	KY	T000017	Isham Talbot	1
17	II	LA	J000137	Henry Johnson	1
17	III	LA	B000921	James Brown	1
17	I	MA	M000774	Elijah hunt Mills	1
17	II	MA	L000378	James Lloyd	1
17	II	MA	O000127	Harrison gray Otis	1
17	I	MD	P000362	William Pinkney	1
17	I	MD	S000609	Samuel Smith	1
17	III	MD	L000376	Edward Lloyd	1
17	I	ME	H000739	John Holmes	1
17	II	ME	C000291	John Chandler	1
17	I	MO	B000398	Thomas hart Benton	1
17	III	MO	B000212	David Barton	1
17	I	MS	H000735	David Holmes	1
17	II	MS	W000540	Thomas hill Williams	1
17	II	NC	S000949	Montfort Stokes	1
17	III	NC	M000034	Nathaniel Macon	1
17	II	NH	M000966	David lawrence Morril	1
17	III	NH	P000084	John fabyan Parrott	1
17	I	NJ	S000689	Samuel lewis Southard	1
17	II	NJ	D000308	Mahlon Dickerson	1
17	I	NY	V000009	Martin Van buren	1
17	III	NY	K000212	Rufus King	1
17	I	OH	R000500	Benjamin Ruggles	1
17	III	OH	B000914	Ethan allen Brown	1
17	III	OH	T000377	William allen Trimble	1
17	I	PA	F000122	William Findlay	1
17	III	PA	L000485	Walter Lowrie	1
17	I	RI	D000295	James De wolf	1
17	II	RI	K000287	Nehemiah rice Knight	1
17	II	SC	S000628	William Smith	1
17	III	SC	G000005	John Gaillard	1
17	I	TN	E000024	John henry Eaton	1
17	II	TN	W000516	John Williams	1
17	I	VA	B000127	James Barbour	1
17	II	VA	P000386	James Pleasants	1
17	II	VA	T000086	John Taylor	1
17	I	VT	S000268	Horatio Seymour	1
17	III	VT	P000045	William adams Palmer	1
18	II	AL	K000217	William rufus de vane King	1
18	III	AL	K000079	William Kelly	1
18	I	CT	B000577	Elijah Boardman	1
18	I	CT	E000070	Henry waggaman Edwards	1
18	III	CT	L000083	James Lanman	1
18	I	DE	C000499	Thomas Clayton	1
18	II	DE	V000037	Nicholas Van dyke	1
18	II	GA	C000553	Thomas willis Cobb	1
18	III	GA	E000124	John Elliott	1
18	II	GA	W000148	Nicholas Ware	1
18	II	IL	T000171	Jesse burgess Thomas	1
18	III	IL	E000078	Ninian Edwards	1
18	III	IL	M000550	John Mclean	1
18	I	IN	N000118	James Noble	1
18	III	IN	T000102	Waller Taylor	1
18	II	KY	J000170	Richard mentor Johnson	1
18	III	KY	T000017	Isham Talbot	1
18	II	LA	B000664	Charles dominique joseph Bouligny	1
18	II	LA	J000137	Henry Johnson	1
18	III	LA	B000921	James Brown	1
18	III	LA	J000194	Josiah stoddard Johnston	1
18	I	MA	M000774	Elijah hunt Mills	1
18	II	MA	L000378	James Lloyd	1
18	I	MD	S000609	Samuel Smith	1
18	III	MD	L000376	Edward Lloyd	1
18	I	ME	H000739	John Holmes	1
18	II	ME	C000291	John Chandler	1
18	I	MO	B000398	Thomas hart Benton	1
18	III	MO	B000212	David Barton	1
18	I	MS	H000735	David Holmes	1
18	II	MS	W000540	Thomas hill Williams	1
18	II	NC	B000763	John Branch	1
18	III	NC	M000034	Nathaniel Macon	1
18	II	NH	B000345	Samuel Bell	1
18	III	NH	P000084	John fabyan Parrott	1
18	I	NJ	M000475	Joseph Mcilvaine	1
18	II	NJ	D000308	Mahlon Dickerson	1
18	I	NY	V000009	Martin Van buren	1
18	III	NY	K000212	Rufus King	1
18	I	OH	R000500	Benjamin Ruggles	1
18	III	OH	B000914	Ethan allen Brown	1
18	I	PA	F000122	William Findlay	1
18	III	PA	L000485	Walter Lowrie	1
18	I	RI	D000295	James De wolf	1
18	II	RI	K000287	Nehemiah rice Knight	1
18	II	SC	H000398	Robert young Hayne	1
18	III	SC	G000005	John Gaillard	1
18	I	TN	E000024	John henry Eaton	1
18	II	TN	J000005	Andrew Jackson	1
18	I	VA	B000127	James Barbour	1
18	II	VA	T000086	John Taylor	1
18	II	VA	T000108	Littleton waller Tazewell	1
18	I	VT	S000268	Horatio Seymour	1
18	III	VT	P000045	William adams Palmer	1
19	II	AL	K000217	William rufus de vane King	1
19	III	AL	C000284	Henry h. Chambers	1
19	III	AL	M000519	John Mckinley	1
19	III	AL	P000322	Israel Pickens	1
19	I	CT	E000070	Henry waggaman Edwards	1
19	III	CT	W000482	Calvin Willey	1
19	I	DE	C000499	Thomas Clayton	1
19	II	DE	R000245	Henry moore Ridgely	1
19	II	DE	R000378	Daniel Rodney	1
19	II	DE	V000037	Nicholas Van dyke	1
19	II	GA	C000553	Thomas willis Cobb	1
19	III	GA	B000413	John macpherson Berrien	1
19	II	IL	T000171	Jesse burgess Thomas	1
19	III	IL	K000006	Elias kent Kane	1
19	I	IN	N000118	James Noble	1
19	III	IN	H000494	William Hendricks	1
19	II	KY	J000170	Richard mentor Johnson	1
19	III	KY	R000471	John Rowan	1
19	II	LA	B000664	Charles dominique joseph Bouligny	1
19	III	LA	J000194	Josiah stoddard Johnston	1
19	I	MA	M000774	Elijah hunt Mills	1
19	II	MA	L000378	James Lloyd	1
19	II	MA	S000411	Nathaniel Silsbee	1
19	I	MD	S000609	Samuel Smith	1
19	III	MD	C000282	Ezekiel forman Chambers	1
19	III	MD	L000376	Edward Lloyd	1
19	I	ME	H000739	John Holmes	1
19	II	ME	C000291	John Chandler	1
19	I	MO	B000398	Thomas hart Benton	1
19	III	MO	B000212	David Barton	1
19	I	MS	E000136	Powhatan Ellis	1
19	I	MS	H000735	David Holmes	1
19	I	MS	R000129	Thomas buck Reed	1
19	II	MS	W000540	Thomas hill Williams	1
19	II	NC	B000763	John Branch	1
19	III	NC	M000034	Nathaniel Macon	1
19	II	NH	B000345	Samuel Bell	1
19	III	NH	W000711	Levi Woodbury	1
19	I	NJ	B000228	Ephraim Bateman	1
19	I	NJ	M000475	Joseph Mcilvaine	1
19	II	NJ	D000308	Mahlon Dickerson	1
19	I	NY	V000009	Martin Van buren	1
19	III	NY	S000052	Nathan Sanford	1
19	I	OH	R000500	Benjamin Ruggles	1
19	III	OH	H000279	William henry Harrison	1
19	I	PA	F000122	William Findlay	1
19	III	PA	M000137	William Marks	1
19	I	RI	D000295	James De wolf	1
19	I	RI	R000297	Asher Robbins	1
19	II	RI	K000287	Nehemiah rice Knight	1
19	II	SC	H000398	Robert young Hayne	1
19	III	SC	G000005	John Gaillard	1
19	III	SC	H000226	William Harper	1
19	III	SC	S000628	William Smith	1
19	I	TN	E000024	John henry Eaton	1
19	II	TN	J000005	Andrew Jackson	1
19	II	TN	W000376	Hugh lawson White	1
19	I	VA	B000127	James Barbour	1
19	I	VA	R000047	John Randolph	1
19	II	VA	T000108	Littleton waller Tazewell	1
19	I	VT	S000268	Horatio Seymour	1
19	III	VT	C000325	Dudley Chase	1
20	II	AL	K000217	William rufus de vane King	1
20	III	AL	M000519	John Mckinley	1
20	I	CT	F000247	Samuel augustus Foot	1
20	III	CT	W000482	Calvin Willey	1
20	I	DE	M000535	Louis Mclane	1
20	II	DE	R000245	Henry moore Ridgely	1
20	II	GA	C000553	Thomas willis Cobb	1
20	II	GA	P000539	Oliver hillhouse Prince	1
20	III	GA	B000413	John macpherson Berrien	1
20	II	IL	T000171	Jesse burgess Thomas	1
20	III	IL	K000006	Elias kent Kane	1
20	I	IN	N000118	James Noble	1
20	III	IN	H000494	William Hendricks	1
20	II	KY	J000170	Richard mentor Johnson	1
20	III	KY	R000471	John Rowan	1
20	II	LA	B000664	Charles dominique joseph Bouligny	1
20	III	LA	J000194	Josiah stoddard Johnston	1
20	I	MA	W000238	Daniel Webster	1
20	II	MA	S000411	Nathaniel Silsbee	1
20	I	MD	S000609	Samuel Smith	1
20	III	MD	C000282	Ezekiel forman Chambers	1
20	I	ME	H000739	John Holmes	1
20	II	ME	C000291	John Chandler	1
20	I	ME	P000079	Albion keith Parris	1
20	I	MO	B000398	Thomas hart Benton	1
20	III	MO	B000212	David Barton	1
20	I	MS	E000136	Powhatan Ellis	1
20	II	MS	W000540	Thomas hill Williams	1
20	II	NC	B000763	John Branch	1
20	III	NC	I000028	James Iredell	1
20	III	NC	M000034	Nathaniel Macon	1
20	II	NH	B000345	Samuel Bell	1
20	III	NH	W000711	Levi Woodbury	1
20	I	NJ	B000228	Ephraim Bateman	1
20	II	NJ	D000308	Mahlon Dickerson	1
20	I	NY	D000511	Charles edward Dudley	1
20	I	NY	V000009	Martin Van buren	1
20	III	NY	S000052	Nathan Sanford	1
20	I	OH	R000500	Benjamin Ruggles	1
20	III	OH	B001117	Jacob Burnet	1
20	III	OH	H000279	William henry Harrison	1
20	I	PA	B000154	Isaac dutton Barnard	1
20	III	PA	M000137	William Marks	1
20	I	RI	R000297	Asher Robbins	1
20	II	RI	K000287	Nehemiah rice Knight	1
20	II	SC	H000398	Robert young Hayne	1
20	III	SC	S000628	William Smith	1
20	I	TN	E000024	John henry Eaton	1
20	II	TN	W000376	Hugh lawson White	1
20	I	VA	T000450	John Tyler	1
20	II	VA	T000108	Littleton waller Tazewell	1
20	I	VT	S000268	Horatio Seymour	1
20	III	VT	C000325	Dudley Chase	1
21	II	AL	K000217	William rufus de vane King	1
21	III	AL	M000519	John Mckinley	1
21	I	CT	F000247	Samuel augustus Foot	1
21	III	CT	W000482	Calvin Willey	1
21	I	DE	M000535	Louis Mclane	1
21	I	DE	N000010	Arnold Naudain	1
21	II	DE	C000496	John middleton Clayton	1
21	II	GA	T000382	George michael Troup	1
21	III	GA	B000413	John macpherson Berrien	1
21	III	GA	F000284	John Forsyth	1
21	II	IL	B000058	David jewett Baker	1
21	II	IL	M000550	John Mclean	1
21	II	IL	R000344	John mccracken Robinson	1
21	III	IL	K000006	Elias kent Kane	1
21	I	IN	N000118	James Noble	1
21	III	IN	H000494	William Hendricks	1
21	II	KY	B000433	George mortimer Bibb	1
21	III	KY	R000471	John Rowan	1
21	II	LA	L000366	Edward Livingston	1
21	III	LA	J000194	Josiah stoddard Johnston	1
21	I	MA	W000238	Daniel Webster	1
21	II	MA	S000411	Nathaniel Silsbee	1
21	I	MD	S000609	Samuel Smith	1
21	III	MD	C000282	Ezekiel forman Chambers	1
21	I	ME	H000739	John Holmes	1
21	II	ME	S000744	Peleg Sprague	1
21	I	MO	B000398	Thomas hart Benton	1
21	III	MO	B000212	David Barton	1
21	II	MS	A000043	Robert huntington Adams	1
21	I	MS	E000136	Powhatan Ellis	1
21	II	MS	R000129	Thomas buck Reed	1
21	II	MS	P000402	George Poindexter	1
21	II	NC	B000763	John Branch	1
21	II	NC	B000903	Bedford Brown	1
21	III	NC	I000028	James Iredell	1
21	II	NH	B000345	Samuel Bell	1
21	III	NH	W000711	Levi Woodbury	1
21	I	NJ	D000308	Mahlon Dickerson	1
21	II	NJ	F000373	Theodore Frelinghuysen	1
21	I	NY	D000511	Charles edward Dudley	1
21	III	NY	S000052	Nathan Sanford	1
21	I	OH	R000500	Benjamin Ruggles	1
21	III	OH	B001117	Jacob Burnet	1
21	I	PA	B000154	Isaac dutton Barnard	1
21	III	PA	M000137	William Marks	1
21	I	RI	R000297	Asher Robbins	1
21	II	RI	K000287	Nehemiah rice Knight	1
21	II	SC	H000398	Robert young Hayne	1
21	III	SC	S000628	William Smith	1
21	I	TN	E000024	John henry Eaton	1
21	I	TN	G000509	Felix Grundy	1
21	II	TN	W000376	Hugh lawson White	1
21	I	VA	T000450	John Tyler	1
21	II	VA	T000108	Littleton waller Tazewell	1
21	I	VT	S000268	Horatio Seymour	1
21	III	VT	C000325	Dudley Chase	1
22	II	AL	K000217	William rufus de vane King	1
22	III	AL	M000898	Gabriel Moore	1
22	I	CT	F000247	Samuel augustus Foot	1
22	III	CT	T000300	Gideon Tomlinson	1
22	I	DE	N000010	Arnold Naudain	1
22	II	DE	C000496	John middleton Clayton	1
22	II	GA	T000382	George michael Troup	1
22	III	GA	F000284	John Forsyth	1
22	II	IL	R000344	John mccracken Robinson	1
22	III	IL	K000006	Elias kent Kane	1
22	I	IN	H000165	Robert Hanna	1
22	I	IN	T000284	John Tipton	1
22	III	IN	H000494	William Hendricks	1
22	II	KY	B000433	George mortimer Bibb	1
22	III	KY	C000482	Henry Clay	1
22	II	LA	L000366	Edward Livingston	1
22	II	LA	W000017	George augustus Waggaman	1
22	III	LA	J000194	Josiah stoddard Johnston	1
22	I	MA	W000238	Daniel Webster	1
22	II	MA	S000411	Nathaniel Silsbee	1
22	I	MD	S000609	Samuel Smith	1
22	III	MD	C000282	Ezekiel forman Chambers	1
22	I	ME	H000739	John Holmes	1
22	II	ME	S000744	Peleg Sprague	1
22	I	MO	B000398	Thomas hart Benton	1
22	III	MO	B001030	Alexander Buckner	1
22	I	MS	B000503	John Black	1
22	I	MS	E000136	Powhatan Ellis	1
22	II	MS	P000402	George Poindexter	1
22	II	NC	B000903	Bedford Brown	1
22	III	NC	M000096	Willie person Mangum	1
22	II	NH	B000345	Samuel Bell	1
22	III	NH	H000593	Isaac Hill	1
22	I	NJ	D000308	Mahlon Dickerson	1
22	II	NJ	F000373	Theodore Frelinghuysen	1
22	I	NY	D000511	Charles edward Dudley	1
22	III	NY	M000127	William learned Marcy	1
22	I	OH	R000500	Benjamin Ruggles	1
22	III	OH	E000281	Thomas Ewing	1
22	I	PA	B000154	Isaac dutton Barnard	1
22	I	PA	D000011	George mifflin Dallas	1
22	III	PA	W000475	William Wilkins	1
22	I	RI	R000297	Asher Robbins	1
22	II	RI	K000287	Nehemiah rice Knight	1
22	II	SC	C000044	John caldwell Calhoun	1
22	II	SC	H000398	Robert young Hayne	1
22	III	SC	M000755	Stephen decatur Miller	1
22	I	TN	G000509	Felix Grundy	1
22	II	TN	W000376	Hugh lawson White	1
22	I	VA	T000450	John Tyler	1
22	II	VA	R000285	William cabell Rives	1
22	II	VA	T000108	Littleton waller Tazewell	1
22	I	VT	S000268	Horatio Seymour	1
22	III	VT	P000510	Samuel Prentiss	1
23	II	AL	K000217	William rufus de vane King	1
23	III	AL	M000898	Gabriel Moore	1
23	I	CT	S000594	Nathan Smith	1
23	III	CT	T000300	Gideon Tomlinson	1
23	I	DE	N000010	Arnold Naudain	1
23	II	DE	C000496	John middleton Clayton	1
23	II	GA	K000207	John pendleton King	1
23	II	GA	T000382	George michael Troup	1
23	III	GA	C001023	Alfred Cuthbert	1
23	III	GA	F000284	John Forsyth	1
23	II	IL	R000344	John mccracken Robinson	1
23	III	IL	K000006	Elias kent Kane	1
23	I	IN	T000284	John Tipton	1
23	III	IN	H000494	William Hendricks	1
23	II	KY	B000433	George mortimer Bibb	1
23	III	KY	C000482	Henry Clay	1
23	II	LA	W000017	George augustus Waggaman	1
23	III	LA	J000194	Josiah stoddard Johnston	1
23	III	LA	P000436	Alexander Porter	1
23	I	MA	W000238	Daniel Webster	1
23	II	MA	S000411	Nathaniel Silsbee	1
23	I	MD	K000125	Joseph Kent	1
23	III	MD	C000282	Ezekiel forman Chambers	1
23	III	MD	G000264	Robert henry Goldsborough	1
23	I	ME	S000334	Ether Shepley	1
23	II	ME	S000744	Peleg Sprague	1
23	II	ME	R000502	John Ruggles	1
23	I	MO	B000398	Thomas hart Benton	1
23	III	MO	B001030	Alexander Buckner	1
23	III	MO	L000338	Lewis fields Linn	1
23	I	MS	B000503	John Black	1
23	II	MS	P000402	George Poindexter	1
23	II	NC	B000903	Bedford Brown	1
23	III	NC	M000096	Willie person Mangum	1
23	II	NH	B000345	Samuel Bell	1
23	III	NH	H000593	Isaac Hill	1
23	I	NJ	S000689	Samuel lewis Southard	1
23	II	NJ	F000373	Theodore Frelinghuysen	1
23	I	NY	T000032	Nathaniel pitcher Tallmadge	1
23	III	NY	W000770	Silas, jr. Wright	1
23	I	OH	M000989	Thomas Morris	1
23	III	OH	E000281	Thomas Ewing	1
23	I	PA	M000492	Samuel Mckean	1
23	III	PA	B001005	James Buchanan	1
23	III	PA	W000475	William Wilkins	1
23	I	RI	R000297	Asher Robbins	1
23	II	RI	K000287	Nehemiah rice Knight	1
23	II	SC	C000044	John caldwell Calhoun	1
23	III	SC	P000519	William campbell Preston	1
23	I	TN	G000509	Felix Grundy	1
23	II	TN	W000376	Hugh lawson White	1
23	I	VA	T000450	John Tyler	1
23	II	VA	L000232	Benjamin watkins Leigh	1
23	II	VA	R000285	William cabell Rives	1
23	I	VT	S001116	Benjamin Swift	1
23	III	VT	P000510	Samuel Prentiss	1
24	II	AL	K000217	William rufus de vane King	1
24	III	AL	M000898	Gabriel Moore	1
24	II	AR	F000425	William savin Fulton	1
24	III	AR	S000256	Ambrose hundley Sevier	1
24	I	CT	N000108	John milton Niles	1
24	I	CT	S000594	Nathan Smith	1
24	III	CT	T000300	Gideon Tomlinson	1
24	I	DE	B000251	Richard henry Bayard	1
24	I	DE	N000010	Arnold Naudain	1
24	II	DE	C000496	John middleton Clayton	1
24	II	DE	C000499	Thomas Clayton	1
24	II	GA	K000207	John pendleton King	1
24	III	GA	C001023	Alfred Cuthbert	1
24	II	IL	R000344	John mccracken Robinson	1
24	III	IL	E000283	William lee davidson Ewing	1
24	III	IL	K000006	Elias kent Kane	1
24	I	IN	T000284	John Tipton	1
24	III	IN	H000494	William Hendricks	1
24	II	KY	C000912	John jordan Crittenden	1
24	III	KY	C000482	Henry Clay	1
24	II	LA	N000085	Robert carter Nicholas	1
24	III	LA	M001050	Alexander Mouton	1
24	III	LA	P000436	Alexander Porter	1
24	I	MA	W000238	Daniel Webster	1
24	II	MA	D000117	John Davis	1
24	I	MD	K000125	Joseph Kent	1
24	III	MD	G000264	Robert henry Goldsborough	1
24	III	MD	S000719	John selby Spence	1
24	I	ME	D000022	Judah Dana	1
24	I	ME	S000334	Ether Shepley	1
24	II	ME	R000502	John Ruggles	1
24	I	MI	L000544	Lucius Lyon	1
24	II	MI	N000158	John Norvell	1
24	I	MO	B000398	Thomas hart Benton	1
24	III	MO	L000338	Lewis fields Linn	1
24	I	MS	B000503	John Black	1
24	II	MS	W000067	Robert john Walker	1
24	II	NC	B000903	Bedford Brown	1
24	III	NC	M000096	Willie person Mangum	1
24	III	NC	S000992	Robert Strange	1
24	II	NH	H000883	Henry Hubbard	1
24	III	NH	H000593	Isaac Hill	1
24	III	NH	P000019	John Page	1
24	I	NJ	S000689	Samuel lewis Southard	1
24	II	NJ	W000071	Garret dorset Wall	1
24	I	NY	T000032	Nathaniel pitcher Tallmadge	1
24	III	NY	W000770	Silas, jr. Wright	1
24	I	OH	M000989	Thomas Morris	1
24	III	OH	E000281	Thomas Ewing	1
24	I	PA	M000492	Samuel Mckean	1
24	III	PA	B001005	James Buchanan	1
24	I	RI	R000297	Asher Robbins	1
24	II	RI	K000287	Nehemiah rice Knight	1
24	II	SC	C000044	John caldwell Calhoun	1
24	III	SC	P000519	William campbell Preston	1
24	I	TN	G000509	Felix Grundy	1
24	II	TN	W000376	Hugh lawson White	1
24	I	VA	R000285	William cabell Rives	1
24	I	VA	T000450	John Tyler	1
24	II	VA	L000232	Benjamin watkins Leigh	1
24	II	VA	P000069	Richard elliott Parker	1
24	I	VT	S001116	Benjamin Swift	1
24	III	VT	P000510	Samuel Prentiss	1
25	II	AL	K000217	William rufus de vane King	1
25	III	AL	C000481	Clement comer Clay	1
25	III	AL	M000519	John Mckinley	1
25	II	AR	F000425	William savin Fulton	1
25	III	AR	S000256	Ambrose hundley Sevier	1
25	I	CT	N000108	John milton Niles	1
25	III	CT	S000600	Perry Smith	1
25	I	DE	B000251	Richard henry Bayard	1
25	II	DE	C000499	Thomas Clayton	1
25	II	GA	K000207	John pendleton King	1
25	II	GA	L000512	Wilson Lumpkin	1
25	III	GA	C001023	Alfred Cuthbert	1
25	II	IL	R000344	John mccracken Robinson	1
25	III	IL	Y000050	Richard montgomery Young	1
25	I	IN	T000284	John Tipton	1
25	III	IN	S000599	Oliver hampton Smith	1
25	II	KY	C000912	John jordan Crittenden	1
25	III	KY	C000482	Henry Clay	1
25	II	LA	N000085	Robert carter Nicholas	1
25	III	LA	M001050	Alexander Mouton	1
25	I	MA	W000238	Daniel Webster	1
25	II	MA	D000117	John Davis	1
25	I	MD	K000125	Joseph Kent	1
25	I	MD	M000654	William duhurst Merrick	1
25	III	MD	S000719	John selby Spence	1
25	I	ME	W000532	Reuel Williams	1
25	II	ME	R000502	John Ruggles	1
25	I	MI	L000544	Lucius Lyon	1
25	II	MI	N000158	John Norvell	1
25	I	MO	B000398	Thomas hart Benton	1
25	III	MO	L000338	Lewis fields Linn	1
25	I	MS	B000503	John Black	1
25	I	MS	T000380	James fisher Trotter	1
25	I	MS	W000539	Thomas hickman Williams	1
25	II	MS	W000067	Robert john Walker	1
25	II	NC	B000903	Bedford Brown	1
25	III	NC	S000992	Robert Strange	1
25	II	NH	H000883	Henry Hubbard	1
25	III	NH	P000333	Franklin Pierce	1
25	I	NJ	S000689	Samuel lewis Southard	1
25	II	NJ	W000071	Garret dorset Wall	1
25	I	NY	T000032	Nathaniel pitcher Tallmadge	1
25	III	NY	W000770	Silas, jr. Wright	1
25	I	OH	M000989	Thomas Morris	1
25	III	OH	A000150	William Allen	1
25	I	PA	M000492	Samuel Mckean	1
25	III	PA	B001005	James Buchanan	1
25	I	RI	R000297	Asher Robbins	1
25	II	RI	K000287	Nehemiah rice Knight	1
25	II	SC	C000044	John caldwell Calhoun	1
25	III	SC	P000519	William campbell Preston	1
25	I	TN	F000302	Ephraim hubbard Foster	1
25	I	TN	G000509	Felix Grundy	1
25	II	TN	W000376	Hugh lawson White	1
25	I	VA	R000285	William cabell Rives	1
25	II	VA	P000069	Richard elliott Parker	1
25	II	VA	R000293	William henry Roane	1
25	I	VT	S001116	Benjamin Swift	1
25	III	VT	P000510	Samuel Prentiss	1
26	II	AL	K000217	William rufus de vane King	1
26	III	AL	C000481	Clement comer Clay	1
26	II	AR	F000425	William savin Fulton	1
26	III	AR	S000256	Ambrose hundley Sevier	1
26	I	CT	B000428	Thaddeus Betts	1
26	I	CT	H000997	Jabez williams Huntington	1
26	III	CT	S000600	Perry Smith	1
26	I	DE	B000251	Richard henry Bayard	1
26	II	DE	C000499	Thomas Clayton	1
26	II	GA	L000512	Wilson Lumpkin	1
26	III	GA	C001023	Alfred Cuthbert	1
26	II	IL	R000344	John mccracken Robinson	1
26	III	IL	Y000050	Richard montgomery Young	1
26	I	IN	W000351	Albert smith White	1
26	III	IN	S000599	Oliver hampton Smith	1
26	II	KY	C000912	John jordan Crittenden	1
26	III	KY	C000482	Henry Clay	1
26	II	LA	N000085	Robert carter Nicholas	1
26	III	LA	M001050	Alexander Mouton	1
26	I	MA	C000375	Rufus Choate	1
26	I	MA	W000238	Daniel Webster	1
26	II	MA	B000233	Isaac chapman Bates	1
26	II	MA	D000117	John Davis	1
26	I	MD	M000654	William duhurst Merrick	1
26	III	MD	K000139	John leeds Kerr	1
26	III	MD	S000719	John selby Spence	1
26	I	ME	W000532	Reuel Williams	1
26	II	ME	R000502	John Ruggles	1
26	I	MI	P000437	Augustus seymour Porter	1
26	II	MI	N000158	John Norvell	1
26	I	MO	B000398	Thomas hart Benton	1
26	III	MO	L000338	Lewis fields Linn	1
26	I	MS	H000482	John Henderson	1
26	II	MS	W000067	Robert john Walker	1
26	II	NC	B000903	Bedford Brown	1
26	II	NC	M000096	Willie person Mangum	1
26	III	NC	G000362	William alexander Graham	1
26	III	NC	S000992	Robert Strange	1
26	II	NH	H000883	Henry Hubbard	1
26	III	NH	P000333	Franklin Pierce	1
26	I	NJ	S000689	Samuel lewis Southard	1
26	II	NJ	W000071	Garret dorset Wall	1
26	I	NY	T000032	Nathaniel pitcher Tallmadge	1
26	III	NY	W000770	Silas, jr. Wright	1
26	I	OH	T000039	Benjamin Tappan	1
26	III	OH	A000150	William Allen	1
26	I	PA	S001046	Daniel Sturgeon	1
26	III	PA	B001005	James Buchanan	1
26	I	RI	D000376	Nathan fellows Dixon	1
26	II	RI	K000287	Nehemiah rice Knight	1
26	II	SC	C000044	John caldwell Calhoun	1
26	III	SC	P000519	William campbell Preston	1
26	I	TN	G000509	Felix Grundy	1
26	I	TN	N000096	Alfred osborn pope Nicholson	1
26	II	TN	A000181	Alexander outlaw Anderson	1
26	II	TN	W000376	Hugh lawson White	1
26	I	VA	R000285	William cabell Rives	1
26	II	VA	R000293	William henry Roane	1
26	I	VT	P000299	Samuel shethar Phelps	1
26	III	VT	P000510	Samuel Prentiss	1
27	II	AL	K000217	William rufus de vane King	1
27	III	AL	B000030	Arthur pendleton Bagby	1
27	III	AL	C000481	Clement comer Clay	1
27	II	AR	F000425	William savin Fulton	1
27	III	AR	S000256	Ambrose hundley Sevier	1
27	I	CT	H000997	Jabez williams Huntington	1
27	III	CT	S000600	Perry Smith	1
27	I	DE	B000251	Richard henry Bayard	1
27	II	DE	C000499	Thomas Clayton	1
27	II	GA	B000413	John macpherson Berrien	1
27	III	GA	C001023	Alfred Cuthbert	1
27	II	IL	M000599	Samuel Mcroberts	1
27	III	IL	Y000050	Richard montgomery Young	1
27	I	IN	W000351	Albert smith White	1
27	III	IN	S000599	Oliver hampton Smith	1
27	III	KY	C000912	John jordan Crittenden	1
27	II	KY	M000938	James turner Morehead	1
27	III	KY	C000482	Henry Clay	1
27	II	LA	B000183	Alexander Barrow	1
27	III	LA	C000703	Charles magill Conrad	1
27	III	LA	M001050	Alexander Mouton	1
27	I	MA	C000375	Rufus Choate	1
27	II	MA	B000233	Isaac chapman Bates	1
27	I	MD	M000654	William duhurst Merrick	1
27	III	MD	K000139	John leeds Kerr	1
27	I	ME	W000532	Reuel Williams	1
27	II	ME	E000241	George Evans	1
